#ID	TolRowTile	TolColTile	TolRowMap	TolColMap	TotalTiles	Matrix_path
[MAP]
30	11	11	178	45	117	Map\map1-1.txt
# list of object assets to load in this scene
[ASSETS]
mario.txt
goomba.txt
koopatroopa.txt
pirihanplant.txt
tiles.txt
#
[OBJECTS]
# type	x	y	ani_set_id	extra_settings per object type	type
# type: 0 = Mario , 1 = Brick, 2 = Goomba,3=KoopaTroopa,4= Ground,
#6 = Pipe,5 = block,7 = Invisible Brick
#8 = PiranhaPlant,9 = Coin,10 = FirePiranhaPlant,11 = FirePlantBullet

# MARIO
0	16	400	1
#Goombaa
#2	200	416	3
#2	530	416	3
#2	850	400	3
#2	896	440	3
#2	1000	440	3
#Ground
4	16.0	432	15
4	32	432	16
4	48	432	16
4	64	432	16
4	80	432	16
4	96	432	16
4	112	432	16
4	128	432	16
4	144	432	16
4	160	432	16
4	176	432	16
4	192	432	16
4	208	432	16
4	224	432	16
4	240	432	16
4	256	432	16
4	272	432	16
4	288	432	16
4	304	432	16
4	320	432	16
4	336	432	16
4	352	432	16
4	368	432	16
4	384	432	16
4	400	432	16
4	416	432	16
4	432	432	16
4	448	432	16
4	464	432	16
4	480	432	16
4	496	432	16
4	512	432	16
4	528	432	16
4	544	432	16
4	560	432	16
4	576	432	16
4	592	432	16
4	608	432	16
4	624	432	17
4	640	416	15
4	656	416	16
4	672	416	16
4	688	416	16
4	704	416	16
4	720	416	16
4	736	416	16
4	752	416	16
4	768	416	16
4	784	416	16
4	800	416	16
4	816	416	16
4	832	416	16
4	848	416	16
4	864	416	16
4	880	416	16
4	896	416	16
4	912	416	16
4	928	416	16
4	944	416	16
4	960	416	16
4	976	416	16
4	992	416	16
4	1008	416	16
4	1024	416	16
4	1040	416	16
4	1056	416	16
4	1072	416	16
4	1088	416	17
4	1168	432	15
4	1184	432	16
4	1200	432	16
4	1216	432	16
4	1232	432	16
4	1246	432	16
4	1264	432	16
4	1280	432	16
4	1296	432	16
4	1312	432	16
4	1328	432	16
4	1344	432	16
4	1360	432	16
4	1376	432	16
4	1392	432	16
4	1408	432	16
4	1424	432	16
4	1440	432	16
4	1456	432	16
4	1472	432	16
4	1488	432	16
4	1504	432	17
4	1552	432	15
4	1568	432	16
4	1584	432	16
4	1600	432	16
4	1616	432	17
#4	1612	432	16
#4	1628	432	17
4	1680	432	15
4	1696	432	16
4	1712	432	16
4	1728	432	16
4	1744	432	16
4	1760	432	16
4	1776	432	16
4	1792	432	16
4	1808	432	16
4	1824	432	16
4	1840	432	16
4	1856	432	16
4	1872	432	16
4	1888	432	16
4	1904	432	16
4	1920	432	16
4	1936	432	16
4	1952	432	16
4	1968	432	16
4	1984	432	16
4	2000	432	16
4	2016	432	16
4	2032	432	16
4	2048	432	16
4	2064	432	16
4	2080	432	16
4	2096	432	16
4	2112	432	16
4	2128	432	16
4	2144	432	16
4	2160	432	16
4	2176	432	16
4	2192	432	16
4	2208	432	16
4	2224	432	16
4	2240	432	17
4	2272	432	15
4	2288	432	16
4	2304	432	16
4	2320	432	16
4	2336	432	16
4	2352	432	16
4	2368	432	16
4	2384	432	16
4	2400	432	16
4	2416	432	16
4	2432	432	16
4	2448	432	16
4	2464	432	16
4	2480	432	16
4	2496	432	16
4	2512	432	16
4	2528	432	16
4	2544	432	16
4	2560	432	16
4	2576	432	16
4	2592	432	16
4	2608	432	16
4	2624	432	16
4	2640	432	16
4	2656	432	16
4	2672	432	16
4	2688	432	16
4	2704	432	16
4	2720	432	16
4	2736	432	16
4	2752	432	16
4	2768	432	16
4	2784	432	16
4	2800	432	16
4	2816	432	17



#Block Pink
5	256	384	21
5	272	384	22
5	288	384	23
5	480	352	21
5	496	352	22
5	512	352	22
5	528	352	23
